year,date,stage,course,type,distance_in_km,winner_name,country
1930,1930-07-06,5,Vannes to Les Sables d'Olonne,Flat,202.0,André Leducq,Francia
1930,1930-07-07,6,Les Sables d'Olonne to Bordeaux,Flat,285.0,Jean Aerts,Bélgica
1930,1930-07-08,7,Bordeaux to Hendaye,Flat,222.0,Jules Merviel,Francia
1930,1930-07-09,8,Hendaye to Pau,Flat,146.0,Alfredo Binda,Italia
1930,1930-07-10,9,Pau to Luchon,Mountain,231.0,Alfredo Binda,Italia
1930,1930-07-12,10,Luchon to Perpignan,Mountain,322.0,Charles Pélissier,Francia
1930,1930-07-14,11,Perpignan to Montpellier,Flat,164.0,Charles Pélissier,Francia
1930,1930-07-15,12,Montpellier to Marseille,Flat,209.0,Antonin Magne,Francia
1930,1930-07-16,13,Marseille to Cannes,Flat,181.0,Learco Guerra,Italia
1930,1930-07-17,14,Cannes to Nice,Mountain,132.0,Louis Peglion,Francia
1930,1930-07-19,15,Nice to Grenoble,Mountain,333.0,Learco Guerra,Italia
1930,1930-07-21,16,Grenoble to Evian,Mountain,331.0,André Leducq,Francia
1930,1930-07-23,17,Evian to Belfort,Mountain,282.0,Frans Bonduel,Bélgica
1930,1930-07-24,18,Belfort to Metz,Flat,223.0,Charles Pélissier,Francia
1930,1930-07-25,19,Metz to Charleville,Flat,159.0,Charles Pélissier,Francia
1930,1930-07-26,20,Charleville to Malo-les-Bains,Flat,271.0,Charles Pélissier,Francia
1930,1930-07-27,21,Malo-les-Bains to Paris,Flat,300.0,Charles Pélissier,Francia
1931,1931-06-30,1,Paris to Caen,Flat,208.0,Alfred Haemerlinck,Bélgica
1931,1931-07-01,2,Caen to Dinan,Flat,212.0,Max Bulla,Austria
1931,1931-07-02,3,Dinan to Brest,Flat,206.0,Fabio Battesini,Italia
1931,1931-07-03,4,Brest to Vannes,Flat,211.0,André Godinat,Francia
1931,1931-07-04,5,Vannes to Les Sables d'Olonne,Flat,202.0,Charles Pélissier,Francia
1931,1931-07-05,6,Les Sables d'Olonne to Bordeaux,Flat,338.0,Alfred Haemerlinck,Bélgica
1931,1931-07-06,7,Bordeaux to Bayonne,Flat,180.0,Gérard Loncke,Bélgica
1931,1931-07-07,8,Bayonne to Pau,Flat,106.0,Charles Pélissier,Francia
1931,1931-07-08,9,Pau to Luchon,Mountain,231.0,Antonin Magne,Francia
1931,1931-07-10,10,Luchon to Perpignan,Mountain,322.0,Rafaele di Paco,Italia
1931,1931-07-12,11,Perpignan to Montpellier,Flat,164.0,Rafaele di Paco,Italia
1931,1931-07-13,12,Montpellier to Marseille,Flat,207.0,Max Bulla,Austria
1931,1931-07-14,13,Marseille to Cannes,Flat,181.0,Charles Pélissier,Francia
1931,1931-07-15,14,Cannes to Nice,Mountain,132.0,Eugenio Gestri,Italia
1931,1931-07-17,15,Nice to Gap,Mountain,233.0,Jef Demuysere,Bélgica
1931,1931-07-18,16,Gap to Grenoble,Mountain,102.0,Charles Pélissier,Francia
1931,1931-07-19,17,Grenoble to Aix-les-Bains,Mountain,230.0,Max Bulla,Austria
1931,1931-07-20,18,Aix-les-Bains to Evian,Mountain,204.0,Jef Demuysere,Bélgica
1931,1931-07-21,19,Evian to Belfort,Mountain,282.0,Rafaele di Paco,Italia
1931,1931-07-22,20,Belfort to Colmar,Mountain,209.0,André Leducq,Francia
1931,1931-07-23,21,Colmar to Metz,Flat,192.0,Rafaele di Paco,Italia
1931,1931-07-24,22,Metz to Charleville,Flat,159.0,Raffaele di Paco,Italia
1931,1931-07-25,23,Charleville to Malo-les-Bains,Flat,271.0,Gaston Rebry,Bélgica
1931,1931-07-26,24,Malo-les-Bains to Paris,Flat,313.0,Charles Pélissier,Francia
1932,1932-07-06,1,Paris to Caen,Flat,208.0,Jean Aerts,Bélgica
1932,1932-07-07,2,Caen to Nantes,Flat,300.0,Kurt Stöpel,Alemania
1932,1932-07-09,3,Nantes to Bordeaux,Flat,387.0,André Leducq,Francia
1932,1932-07-11,4,Bordeaux to Pau,Flat,206.0,Georges Ronsse,Bélgica
1932,1932-07-12,5,Pau to Luchon,Mountain,229.0,Antonio Pesenti,Italia
1932,1932-07-14,6,Luchon to Perpignan,Mountain,322.0,Frans Bonduel,Bélgica
1932,1932-07-16,7,Perpignan to Montpellier,Flat,168.0,Frans Bonduel,Bélgica
1932,1932-07-17,8,Montpellier to Marseille,Flat,206.0,Michele Orecchia,Italia
1932,1932-07-18,9,Marseille to Cannes,Flat,191.0,Rafaele di Paco,Italia
1932,1932-07-19,10,Cannes to Nice,Mountain,132.0,Francesco Camusso,Italia
1932,1932-07-21,11,Nice to Gap,Mountain,233.0,André Leducq,Francia
1932,1932-07-22,12,Gap to Grenoble,Mountain,102.0,Roger Lapébie,Francia
1932,1932-07-23,13,Grenoble to Aix-les-Bains,Mountain,230.0,André Leducq,Francia
1932,1932-07-24,14,Aix-les-Bains to Evian,Mountain,204.0,Rafaele di Paco,Italia
1932,1932-07-25,15,Evian to Belfort,Mountain,291.0,André Leducq,Francia
1932,1932-07-26,16,Belfort to Strasbourg,Flat,145.0,Gérard Loncke,Bélgica
1932,1932-07-27,17,Strasbourg to Metz,Flat,165.0,Rafaele di Paco,Italia
1932,1932-07-28,18,Metz to Charleville,Flat,159.0,Rafaele di Paco,Italia
1932,1932-07-29,19,Charleville to Malo-les-Bains,Flat,271.0,Gaston Rebry,Bélgica
1932,1932-07-30,20,Malo-les-Bains to Amiens,Flat,212.0,André Leducq,Francia
1932,1932-07-31,21,Amiens to Paris,Flat,159.0,André Leducq,Francia
1933,1933-06-27,1,Paris to Lille,Flat,262.0,Maurice Archambaud,Francia
1933,1933-06-28,2,Lille to Charleville,Flat,192.0,Learco Guerra,Italia
1933,1933-06-29,3,Charleville to Metz,Flat,166.0,Alfons Schepers,Bélgica
1933,1933-06-30,4,Metz to Belfort,Mountain,220.0,Jean Aerts,Bélgica
1933,1933-07-01,5,Belfort to Evian,Mountain,293.0,Léon Louyet,Bélgica
1933,1933-07-03,6,Evian to Aix-les-Bains,Mountain,207.0,Learco Guerra,Italia
1933,1933-07-04,7,Aix-les-Bains to Grenoble,Mountain,229.0,Learco Guerra,Italia
1933,1933-07-05,8,Grenoble to Gap,Mountain,102.0,Georges Speicher,Francia
1933,1933-07-06,9,Gap to Digne,Mountain,227.0,Georges Speicher,Francia
1933,1933-07-07,10,Digne to Nice,Flat,156.0,Fernand Cornez,Francia
1933,1933-07-09,11,Nice to Cannes,Mountain,128.0,Maurice Archambaud,Francia
1933,1933-07-10,12,Cannes to Marseille,Flat,208.0,Georges Speicher,Francia
1933,1933-07-11,13,Marseille to Montpellier,Flat,168.0,André Leducq,Francia
1933,1933-07-12,14,Montpellier to Perpignan,Flat,166.0,André Leducq,Francia
1933,1933-07-14,15,Perpignan to Ax-les-Thermes,Mountain,158.0,Jean Aerts,Bélgica
1933,1933-07-15,16,Ax-les-Thermes to Luchon,Mountain,165.0,Léon Louyet,Bélgica
1933,1933-07-16,17,Luchon to Tarbes,Mountain,91.0,Jean Aerts,Bélgica
1933,1933-07-17,18,Tarbes to Pau,Mountain,185.0,Learco Guerra,Italia
1933,1933-07-19,19,Pau to Bordeaux,Flat,233.0,Jean Aerts,Bélgica
1933,1933-07-20,20,Bordeaux to La Rochelle,Flat,183.0,Jean Aerts,Bélgica
1933,1933-07-21,21,La Rochelle to Rennes,Flat,266.0,Jean Aerts,Bélgica
1933,1933-07-22,22,Rennes to Caen,Flat,169.0,René Le Grevès,Francia
1933,1933-07-23,23,Caen to Paris,Flat,222.0,Learco Guerra,Italia
1934,1934-07-03,1,Paris to Lille,Flat,262.0,Georges Speicher,Francia
1934,1934-07-04,2,Lille to Charleville,Flat,192.0,René Le Grevès,Francia
1934,1934-07-05,3,Charleville to Metz,Flat,161.0,Roger Lapébie,Francia
1934,1934-07-06,4,Metz to Belfort,Mountain,220.0,Roger Lapébie,Francia
1934,1934-07-07,5,Belfort to Evian,Flat,293.0,René Le Grevès (FRA) Georges Speicher,Francia
1934,1934-07-09,6,Evian to Aix-les-Bains,Mountain,207.0,Georges Speicher,Francia
1934,1934-07-10,7,Aix-les-Bains to Grenoble,Mountain,229.0,René Vietto,Francia
1934,1934-07-11,8,Grenoble to Gap,Mountain,102.0,Giuseppe Martano,Italia
1934,1934-07-12,9,Gap to Digne,Mountain,227.0,René Vietto,Francia
1934,1934-07-13,10,Digne to Nice,Flat,156.0,René Le Grevès,Francia
1934,1934-07-15,11,Nice to Cannes,Mountain,126.0,René Vietto,Francia
1934,1934-07-16,12,Cannes to Marseille,Flat,195.0,Roger Lapébie,Francia
1934,1934-07-17,13,Marseille to Montpellier,Flat,172.0,Georges Speicher,Francia
1934,1934-07-18,14,Montpellier to Perpignan,Flat,177.0,Roger Lapébie,Francia
1934,1934-07-20,15,Perpignan to Ax-les-Thermes,Flat,158.0,Roger Lapébie,Francia
1934,1934-07-21,16,Ax-les-Thermes to Luchon,Mountain,165.0,Adriano Vignoli,Italia
1934,1934-07-22,17,Luchon to Tarbes,Mountain,91.0,Antonin Magne,Francia
1934,1934-07-23,18,Tarbes to Pau,Mountain,172.0,René Vietto,Francia
1934,1934-07-25,19,Pau to Bordeaux,Flat,215.0,Ettore Meini,Italia
1934,1934-07-26,20,Bordeaux to La Rochelle,Flat,183.0,Georges Speicher,Francia
1934,1934-07-27,21a,La Rochelle to La Roche sur Yon,Flat,81.0,René Le Grevès,Francia
1934,1934-07-27,21b,La Roche sur Yon to Nantes,Individual time-trial,90.0,Antonin Magne,Francia
1934,1934-07-28,22,Nantes to Caen,Flat,275.0,Raymond Louviot,Francia
1934,1934-07-29,23,Caen to Paris,Flat,221.0,Sylvère Maes,Bélgica
1935,1935-07-04,1,Paris to Lille,Flat,262.0,Romain Maes,Bélgica
1935,1935-07-05,2,Lille to Charleville,Flat,192.0,Charles Pélissier,Francia
1935,1935-07-06,3,Charleville to Metz,Flat,161.0,Rafaele di Paco,Italia
1935,1935-07-07,4,Metz to Belfort,Mountain,220.0,Jean Aerts,Bélgica
1935,1935-07-08,5a,"Belfort to Geneva, Switzerland",Flat,262.0,Maurice Archambaud,Francia
1935,1935-07-08,5b,Geneva to Evian,Individual time-trial,58.0,Rafaele di Paco,Italia
1935,1935-07-10,6,Evian to Aix-les-Bains,Mountain,207.0,René Vietto,Francia
1935,1935-07-11,7,Aix-les-Bains to Grenoble,Mountain,229.0,Francesco Camusso,Italia
1935,1935-07-12,8,Grenoble to Gap,Mountain,102.0,Jean Aerts,Bélgica
1935,1935-07-13,9,Gap to Digne,Mountain,227.0,René Vietto,Francia
1935,1935-07-14,10,Digne to Nice,Flat,156.0,Jean Aerts,Bélgica
1935,1935-07-16,11,Nice to Cannes,Mountain,126.0,Romain Maes,Bélgica
1935,1935-07-17,12,Cannes to Marseille,Flat,195.0,Charles Pélissier,Francia
1935,1935-07-18,13a,Marseille to Nîmes,Flat,112.0,Vasco Bergamaschi,Italia
1935,1935-07-18,13b,Nîmes to Montpellier,Individual time-trial,56.0,Georges Speicher,Francia
1935,1935-07-19,14a,Montpellier to Narbonne,Flat,103.0,René Le Grevès,Francia
1935,1935-07-19,14b,Narbonne to Perpignan,Individual time-trial,63.0,Maurice Archambaud,Francia
1935,1935-07-20,15,Perpignan to Luchon,Mountain,325.0,Sylvère Maes,Bélgica
1935,1935-07-22,16,Luchon to Pau,Mountain,194.0,Ambrogio Morelli,Italia
1935,1935-07-24,17,Pau to Bordeaux,Flat,224.0,Julien Moineau,Francia
1935,1935-07-25,18a,Bordeaux to Rochefort,Flat,158.0,René Le Grevès,Francia
1935,1935-07-25,18b,Rochefort to La Rochelle,Individual time-trial,33.0,André Leducq,Francia
1935,1935-07-26,19a,La Rochelle to La Roche sur Yon,Flat,81.0,René Le Grevès,Francia
1935,1935-07-26,19b,La Roche sur Yon to Nantes,Individual time-trial,95.0,Jean Aerts,Bélgica
1935,1935-07-27,20a,Nantes to Vire,Flat,220.0,René Le Grevès,Francia
1935,1935-07-27,20b,Vire to Caen,Individual time-trial,55.0,Ambrogio Morelli,Italia
1935,1935-07-28,21,Caen to Paris,Flat,221.0,Romain Maes,Bélgica
1936,1936-07-07,1,Paris to Lille,Flat,258.0,Paul Egli,Suiza
1936,1936-07-08,2,Lille to Charleville,Flat,192.0,Robert Wierinckx,Bélgica
1936,1936-07-09,3,Charleville to Metz,Flat,161.0,Mathias Clemens,Luxemburgo
1936,1936-07-10,4,Metz to Belfort,Mountain,220.0,Maurice Archambaud,Francia
1936,1936-07-11,5,Belfort to Évian-les-Bains,Flat,298.0,René Le Grevès,Francia
1936,1936-07-13,6,Évian-les-Bains to Aix-les-Bains,Mountain,212.0,Éloi Meulenberg,Bélgica
1936,1936-07-14,7,Aix-les-Bains to Grenoble,Mountain,230.0,Theo Middelkamp,Países Bajos
1936,1936-07-15,8,Grenoble to Briançon,Mountain,194.0,Jean-Marie Goasmat,Francia
1936,1936-07-16,9,Briançon to Digne,Mountain,220.0,Léon Level,Francia
1936,1936-07-18,10,Digne to Nice,Flat,156.0,Paul Maye,Francia
1936,1936-07-19,11,Nice to Cannes,Mountain,126.0,Fédérico Ezquerra,España
1936,1936-07-21,12,Cannes to Marseille,Flat,195.0,René Le Grevès,Francia
1936,1936-07-22,13a,Marseille to Nîmes,Flat,112.0,René Le Grevès,Francia
1936,1936-07-22,13b,Nîmes to Montpellier,Individual time-trial,52.0,Sylvère Maes,Bélgica
1936,1936-07-23,14a,Montpellier to Narbonne,Flat,103.0,René Le Grevès,Francia
1936,1936-07-23,14b,Narbonne to Perpignan,Individual time-trial,63.0,Sylvère Maes,Bélgica
1936,1936-07-25,15,Perpignan to Luchon,Mountain,325.0,Sauveur Ducazeaux,Francia
1936,1936-07-27,16,Luchon to Pau,Mountain,194.0,Sylvère Maes,Bélgica
1936,1936-07-29,17,Pau to Bordeaux,Flat,229.0,René Le Grevès,Francia
1936,1936-07-30,18a,Bordeaux to Saintes,Flat,117.0,Éloi Meulenberg,Bélgica
1936,1936-07-30,18b,Saintes to La Rochelle,Individual time-trial,75.0,Sylvère Maes,Bélgica
1936,1936-07-31,19a,La Rochelle to La Roche-sur-Yon,Flat,81.0,Marcel Kint,Bélgica
1936,1936-07-31,19b,La Roche-sur-Yon to Cholet,Individual time-trial,65.0,Félicien Vervaecke,Bélgica
1936,1936-07-31,19c,Cholet to Angers,Flat,67.0,Paul Maye,Francia
1936,1936-08-01,20a,Angers to Vire,Flat,204.0,René Le Grevès,Francia
1936,1936-08-01,20b,Vire to Caen,Individual time-trial,55.0,Antonin Magne,Francia
1936,1936-08-02,21,Caen to Paris,Flat,234.0,Arsène Mersch,Luxemburgo
1937,1937-06-30,1,Paris to Lille,Flat,263.0,Jean Majerus,Luxemburgo
1937,1937-07-01,2,Lille to Charleville,Flat,192.0,Maurice Archambaud,Francia
1937,1937-07-02,3,Charleville to Metz,Flat,161.0,Walter Generati,Italia
1937,1937-07-03,4,Metz to Belfort,Mountain,220.0,Erich Bautz,Alemania
1937,1937-07-04,5a,Belfort to Lons-le-Saunier,Flat,175.0,Henri Puppo,Francia
1937,1937-07-04,5b,Lons-le-Saunier to Champagnole,Team time-trial,34.0,Sylvère Maes,Bélgica
1937,1937-07-04,5c,Champagnole to Geneva,Flat,93.0,Leo Amberg,Suiza
1937,1937-07-06,6,Geneva to Aix-les-Bains,Mountain,180.0,Gustaaf Deloor,Bélgica
1937,1937-07-07,7,Aix-les-Bains to Grenoble,Mountain,228.0,Gino Bartali,Italia
1937,1937-07-08,8,Grenoble to Briançon,Mountain,194.0,Otto Weckerling,Alemania
1937,1937-07-09,9,Briançon to Digne,Mountain,220.0,Roger Lapébie,Francia
1937,1937-07-11,10,Digne to Nice,Mountain,251.0,Félicien Vervaecke,Bélgica
1937,1937-07-13,11a,Nice to Toulon,Flat,169.0,Éloi Meulenberg,Bélgica
1937,1937-07-13,11b,Toulon to Marseille,Team time-trial,65.0,Gustaaf Danneels,Bélgica
1937,1937-07-14,12a,Marseille to Nîmes,Flat,112.0,Alphonse Antoine,Francia
1937,1937-07-14,12b,Nîmes to Montpellier,Flat,51.0,René Pedroli,Suiza
1937,1937-07-15,13a,Montpellier to Narbonne,Flat,103.0,Francesco Camusso,Italia
1937,1937-07-15,13b,Narbonne to Perpignan,Flat,63.0,Éloi Meulenberg,Bélgica
1937,1937-07-17,14a,Perpignan to Bourg-Madame,Flat,99.0,Éloi Meulenberg,Bélgica
1937,1937-07-17,14b,Bourg-Madame to Ax-les-Thermes,Mountain,59.0,Mariano Cañardo,España
1937,1937-07-17,14c,Ax-les-Thermes to Luchon,Mountain,167.0,Éloi Meulenberg,Bélgica
1937,1937-07-19,15,Luchon to Pau,Mountain,194.0,Julián Berrendero,España
1937,1937-07-21,16,Pau to Bordeaux,Flat,235.0,Paul Chocque,Francia
1937,1937-07-22,17a,Bordeaux to Royan,Flat,123.0,Erich Bautz,Alemania
1937,1937-07-22,17b,Royan to Saintes,Flat,37.0,Adolph Braeckeveldt (BEL) Heinz Wengler,Alemania
1937,1937-07-22,17c,Saintes to La Rochelle,Flat,67.0,Roger Lapébie,Francia
1937,1937-07-23,18a,La Rochelle to La Roche-sur-Yon,Team time-trial,82.0,Roger Lapébie,Francia
1937,1937-07-23,18b,La Roche-sur-Yon to Rennes,Flat,172.0,Paul Chocque,Francia
1937,1937-07-24,19a,Rennes to Vire,Flat,114.0,Raymond Passat,Francia
1937,1937-07-24,19b,Vire to Caen,Individual time-trial,59.0,Leo Amberg,Suiza
1937,1937-07-25,20,Caen to Paris,Flat,234.0,Edward Vissers,Bélgica
1938,1938-07-05,1,Paris to Caen,Flat,215.0,Willi Oberbeck,Alemania
1938,1938-07-06,2,Caen to Saint-Brieuc,Flat,237.0,Jean Majerus,Luxemburgo
1938,1938-07-07,3,Saint-Brieuc to Nantes,Flat,238.0,Gerrit Schulte,Países Bajos
1938,1938-07-08,4a,Nantes to La Roche-sur-Yon,Flat,62.0,Éloi Meulenberg,Bélgica
1938,1938-07-08,4b,La Roche-sur-Yon to La Rochelle,Flat,83.0,Éloi Meulenberg,Bélgica
1938,1938-07-08,4c,La Rochelle to Royan,Flat,83.0,Félicien Vervaecke,Bélgica
1938,1938-07-10,5,Royan to Bordeaux,Flat,198.0,Éloi Meulenberg,Bélgica
1938,1938-07-11,6a,Bordeaux to Arcachon,Flat,53.0,Jules Rossi,Italia
1938,1938-07-11,6b,Arcachon to Bayonne,Flat,171.0,Glauco Servadei,Italia
1938,1938-07-12,7,Bayonne to Pau,Flat,115.0,Theo Middelkamp,Países Bajos
1938,1938-07-14,8,Pau to Luchon,Mountain,193.0,Félicien Vervaecke,Bélgica
1938,1938-07-16,9,Luchon to Perpignan,Mountain,260.0,Jean Fréchaut,Francia
1938,1938-07-17,10a,Perpignan to Narbonne,Flat,63.0,Antoon van Schendel,Países Bajos
1938,1938-07-17,10b,Narbonne to Béziers,Individual time-trial,27.0,Félicien Vervaecke,Bélgica
1938,1938-07-17,10c,Béziers to Montpellier,Flat,73.0,Antonin Magne,Francia
1938,1938-07-18,11,Montpellier to Marseille,Flat,223.0,Gino Bartali,Italia
1938,1938-07-19,12,Marseille to Cannes,Flat,199.0,Jean Fréchaut,Francia
1938,1938-07-21,13,Cannes to Digne,Mountain,284.0,Dante Gianello,Francia
1938,1938-07-22,14,Digne to Briançon,Mountain,219.0,Gino Bartali,Italia
1938,1938-07-23,15,Briançon to Aix-les-Bains,Mountain,311.0,Marcel Kint,Bélgica
1938,1938-07-25,16,Aix-les-Bains to Besançon,Mountain,284.0,Marcel Kint,Bélgica
1938,1938-07-26,17a,Besançon to Belfort,Flat,89.0,Émile Masson Jr.,Bélgica
1938,1938-07-26,17b,Belfort to Strasbourg,Flat,143.0,Jean Fréchaut,Francia
1938,1938-07-27,18,Strasbourg to Metz,Flat,186.0,Marcel Kint,Bélgica
1938,1938-07-28,19,Metz to Reims,Flat,196.0,Fabien Galateau,Francia
1938,1938-07-30,20a,Reims to Laon,Flat,48.0,Glauco Servadei,Italia
1938,1938-07-30,20b,Laon to Saint-Quentin,Individual time-trial,42.0,Félicien Vervaecke,Bélgica
1938,1938-07-30,20c,Saint-Quentin to Lille,Flat,107.0,François Neuville,Bélgica
1938,1938-07-31,21,Lille to Paris,Flat,279.0,Antonin Magne (FRA) André Leducq,Francia
1939,1939-07-10,1,Paris to Caen,Flat,215.0,Amédée Fournier,Francia
1939,1939-07-11,2a,Caen to Vire,Individual time-trial,64.0,Romain Maes,Bélgica
1939,1939-07-11,2b,Vire to Rennes,Flat,119.0,Éloi Tassin,Francia
1939,1939-07-12,3,Rennes to Brest,Flat,244.0,Pierre Cloarec,Francia
1939,1939-07-13,4,Brest to Lorient,Flat,174.0,Raymond Louviot,Francia
1939,1939-07-14,5,Lorient to Nantes,Flat,207.0,Amédée Fournier,Francia
1939,1939-07-15,6a,Nantes to La Rochelle,Flat,144.0,Lucien Storme,Bélgica
1939,1939-07-15,6b,La Rochelle to Royan,Flat,107.0,Edmond Pagès,Francia
1939,1939-07-17,7,Royan to Bordeaux,Flat,198.0,Raymond Passat,Francia
1939,1939-07-18,8a,Bordeaux to Salies-de-Béarn,Flat,210.0,Marcel Kint,Bélgica
1939,1939-07-18,8b,Salies-de-Béarn to Pau,Individual time-trial,69.0,Karl Litschi,Suiza
1939,1939-07-19,9,Pau to Toulouse,Mountain,311.0,Edward Vissers,Bélgica
1939,1939-07-21,10a,Toulouse to Narbonne,Flat,149.0,Pierre Jaminet,Francia
1939,1939-07-21,10b,Narbonne to Béziers,Individual time-trial,27.0,Maurice Archambaud,Francia
1939,1939-07-21,10c,Béziers to Montpellier,Flat,70.0,Maurice Archambaud,Francia
1939,1939-07-22,11,Montpellier to Marseille,Flat,212.0,Fabien Galateau,Francia
1939,1939-07-23,12a,Marseille to Saint-Raphaël,Flat,157.0,François Neuens,Luxemburgo
